ReturnID,OrderID,CustomerID,ProductID,ReturnDate,ReturnReason,RefundAmount,RefundStatus
820,9011,7355,345,2026-06-27,Damaged Product,11979.94,Pending
821,9026,17498,372,2025-12-18,Damaged Product,279055.3,Pending
822,9043,17818,260,2025-01-26,Size Issue,1214.44,Processed
823,9060,11859,161,2026-06-13,Changed Mind,12406.69,Pending
824,9065,11634,184,2024-12-01,Quality Not Satisfactory,2943.83,Processed
825,9073,397,287,2026-02-23,Damaged Product,191838.12,Processed
826,9087,14373,16,2026-05-15,Product Not as Described,1836.48,Processed
827,9122,3074,70,2025-04-17,Late Delivery,4305.88,Processed
828,9126,14778,14,2025-10-14,Late Delivery,3464.78,Processed
829,9128,17807,445,2025-08-05,Wrong Item Delivered,3349.28,Processed
830,9137,3913,114,2025-08-27,Defective Product,18570.86,Processed
831,9146,11566,306,2024-10-05,Damaged Product,804.22,Processed
832,9150,17794,167,2025-10-23,Product Not as Described,1524.64,Processed
833,9158,11220,459,2026-02-25,Damaged Product,5505.06,Processed
834,9175,14684,215,2025-04-21,Wrong Item Delivered,3860.4,Processed
835,9183,4472,236,2026-04-17,Defective Product,8676.3,Processed
836,9209,2311,77,2025-03-14,Damaged Product,1689.29,Processed
837,9237,5790,21,2025-03-30,Changed Mind,133154.6,Processed
838,9272,3984,331,2025-12-16,Quality Not Satisfactory,70296.54,Pending
839,9293,4203,468,2026-07-15,Late Delivery,221610.82,Processed
840,9324,16763,86,2024-11-21,Wrong Item Delivered,2804.53,Processed
841,9330,4346,275,2025-08-25,Wrong Item Delivered,396225.99,Processed
842,9336,10829,466,2026-01-30,Wrong Item Delivered,924.31,Rejected
843,9354,7932,313,2026-06-18,Wrong Item Delivered,189426.29,Processed
844,9357,13178,12,2025-05-23,Changed Mind,8489.87,Pending
845,9365,300,295,2025-08-22,Quality Not Satisfactory,16946.26,Processed
846,9386,4100,333,2026-03-31,Size Issue,26861.9,Processed
847,9392,1276,224,2024-10-14,Late Delivery,7323.55,Processed
848,9406,5185,28,2025-10-31,Damaged Product,32317.58,Processed
849,9411,14076,227,2025-02-26,Wrong Item Delivered,590.02,Processed
850,9418,3484,471,2025-12-18,Size Issue,1708.65,Processed
851,9427,2911,56,2025-04-16,Changed Mind,590.58,Rejected
852,9432,12649,278,2025-03-12,Wrong Item Delivered,7668.5,Pending
853,9442,9308,93,2026-07-15,Quality Not Satisfactory,10891.02,Processed
854,9443,2531,222,2025-04-29,Damaged Product,20606.84,Processed
855,9452,1555,207,2024-12-31,Changed Mind,1364.07,Processed
856,9457,12086,287,2026-06-27,Defective Product,57831.64,Rejected
857,9472,7175,155,2025-06-01,Defective Product,8593.5,Processed
858,9477,2153,107,2024-12-05,Size Issue,901.06,Processed
859,9509,6513,436,2026-06-13,Quality Not Satisfactory,18367.88,Pending
860,9529,19294,451,2026-03-02,Damaged Product,66880.47,Processed
861,9534,4717,337,2026-06-05,Product Not as Described,137540.58,Processed
862,9548,5691,437,2024-08-09,Product Not as Described,3294.37,Processed
863,9561,4773,13,2024-12-13,Defective Product,4209.63,Processed
864,9610,1951,274,2025-12-19,Changed Mind,7945.67,Processed
865,9613,13026,124,2024-11-09,Damaged Product,458422.17,Processed
866,9651,13064,117,2025-09-17,Quality Not Satisfactory,500.09,Rejected
867,9659,16300,409,2024-11-13,Wrong Item Delivered,5821.8,Pending
868,9660,15355,404,2026-07-10,Late Delivery,157324.26,Processed
869,9694,8743,58,2024-09-23,Defective Product,6016.34,Rejected
870,9702,13025,136,2026-03-26,Size Issue,88114.64,Processed
871,9705,18816,322,2024-10-16,Wrong Item Delivered,105653.55,Pending
872,9711,1963,496,2025-12-05,Defective Product,5997.07,Pending
873,9712,3389,429,2025-07-13,Wrong Item Delivered,325709.89,Processed
874,9715,1398,325,2026-04-27,Product Not as Described,2561.02,Processed
875,9724,8895,123,2024-12-04,Damaged Product,6818.23,Processed
876,9727,11366,24,2025-11-10,Size Issue,9587.91,Processed
877,9733,18922,429,2026-07-26,Changed Mind,537518.6,Rejected
878,9756,19115,415,2025-02-25,Late Delivery,2055.05,Processed
879,9761,18348,56,2024-09-14,Late Delivery,586.36,Rejected
880,9762,14319,216,2025-01-15,Wrong Item Delivered,1237.64,Processed
881,9768,8627,32,2026-05-08,Size Issue,509.34,Processed
882,9786,469,286,2026-07-26,Damaged Product,58330.81,Processed
883,9794,12497,88,2025-10-12,Size Issue,317.09,Processed
884,9800,17284,101,2025-12-14,Late Delivery,8519.13,Rejected
885,9801,15291,65,2025-02-19,Changed Mind,1953.53,Processed
886,9805,3004,371,2026-03-16,Changed Mind,963.83,Processed
887,9807,3483,312,2024-09-27,Damaged Product,2089.46,Rejected
888,9850,1636,24,2025-08-04,Size Issue,5752.07,Processed
889,9861,12092,245,2025-08-02,Wrong Item Delivered,6284.29,Processed
890,9864,532,338,2026-03-01,Wrong Item Delivered,427.58,Rejected
891,9865,19270,235,2025-08-22,Size Issue,3083.27,Pending
892,9866,10442,369,2026-01-07,Changed Mind,7381.82,Processed
893,9870,17318,146,2026-04-04,Wrong Item Delivered,593.02,Processed
894,9872,4891,52,2024-09-05,Late Delivery,14840.62,Processed
895,9892,8377,349,2025-07-21,Quality Not Satisfactory,11450.17,Processed
896,9893,6040,385,2025-03-14,Wrong Item Delivered,3508.07,Pending
897,9906,16694,15,2026-04-29,Wrong Item Delivered,3956.58,Rejected
898,9909,10612,107,2026-07-10,Size Issue,2389.51,Rejected
899,9915,1595,435,2026-02-09,Late Delivery,350.57,Pending
900,9916,17390,222,2025-01-20,Damaged Product,19060.94,Rejected
901,9917,15725,294,2025-03-10,Product Not as Described,405.46,Processed
902,9918,14373,63,2026-05-03,Defective Product,5238.13,Processed
903,9939,4433,444,2025-05-23,Defective Product,12549.17,Processed
904,9956,1140,293,2025-05-05,Size Issue,3211.99,Processed
905,9973,9507,237,2025-06-14,Wrong Item Delivered,710.2,Rejected
906,9980,8267,248,2024-12-23,Product Not as Described,3887.12,Rejected
907,9996,14019,76,2024-10-12,Defective Product,7584.88,Processed
